Destination_Name,Country,City,Destination_Type,Starting_Point,Distance_km,Travel_Mode,Flight_Transport_Cost_USD,Travel_Duration_Hours,Accommodation_Options,Accommodation_Cost_Per_Night_USD,Recommended_Stay_Days,Top_Attractions,Activity_Cost_USD,Activity_Duration_Hours,Food_Options,Food_Cost_Per_Day_USD,Visa_Required,Visa_Cost_USD,Miscellaneous_Cost_USD,Best_Season,Peak_Season_Cost_Multiplier,Local_Currency,Exchange_Rate_to_USD
Latvia,UK,Latvia,Historical,Dhaka,4000,Flight,1200,12,Budget Hotel,30,8,Latvia  Musuem,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Lithuania,UK,Lithuania,City,Dhaka,6500,Flight,1200,12,Budget Hotel,30,8,Blecthley Park,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Malta,UK,Malta,Historical,Dhaka,7500,Flight,1200,12,Budget Hotel,30,8,Malta Scenic,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Poland,UK,Poland,City,Dhaka,6500,Flight,1200,12,Budget Hotel,30,8,Waddesdon Manor,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Romania,UK,Romania,Historical,Dhaka,6200,Flight,1200,12,Budget Hotel,30,8,Ely Cathedral,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Slovakia,UK,Slovakia,City,Dhaka,6900,Flight,1200,12,Budget Hotel,30,8,Slovakia Zoo,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Slovenia,UK,Slovenia,Historical,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,Slovenia Nature Sides,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Sweden,UK,Sweden,City,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,Chestor Mountains,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Ukraine,UK,Ukraine,Historical,Dhaka,6500,Flight,1200,12,Budget Hotel,30,8,Millitary Museums,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Belarus,UK,Belarus,City,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,Eden Project,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Czech Republic,UK,Czech Republic,City,Dhaka,7700,Flight,1200,12,Budget Hotel,30,8,St Micheal Mount,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Serbia,UK,Serbia,Historical,Dhaka,6200,Flight,1200,12,Budget Hotel,30,8,Hadrians Wall,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Moldova,UK,Moldova,City,Dhaka,6900,Flight,1200,12,Budget Hotel,30,8,Chatswworth House,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Albania,UK,Albania,Historical,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,Albania ECO Parks,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Turkey,UK,Turkey,City,Dhaka,6500,Flight,1200,12,Budget Hotel,30,8,Historical pyramids,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Monaco,UK,Monaco,Historical,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,Lulworth Cove,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Armenia,UK,Armenia,City,Dhaka,7700,Flight,1200,12,Budget Hotel,30,8,Corfe Castle,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Cyprus,UK,Cyprus,Historical,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,Mountains,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
United Kingdom,UK,United Kingdom,City,Dhaka,6900,Flight,1200,12,Budget Hotel,30,8,University Of Cambridge,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Liberland,UK,Liberland,Historical,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,Colchester Castle,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Madinah,Saudi Arabia,Madinah,Nature,Dhaka,5200,Flight,400,6,Budget Hotel,20,5,Al Mashjid an Nabawi,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Riyadh,Saudi Arabia,Riyadh,Nature,Dhaka,5500,Flight,400,6,Budget Hotel,20,5,Al Murabba Palace,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Dammam,Saudi Arabia,Dammam,Nature,Dhaka,5000,Flight,400,6,Budget Hotel,20,5,Wdi Hanifah,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Makkah,Saudi Arabia,Makkah,Nature,Dhaka,5200,Flight,400,6,Budget Hotel,20,5,Islam's Holiest City,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Taif,Saudi Arabia,Taif,Nature,Dhaka,5500,Flight,400,6,Budget Hotel,20,5,Jabal AL Nour,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Tabuk,Saudi Arabia,Tabuk,Nature,Dhaka,5900,Flight,400,6,Budget Hotel,20,5,King Fahd's Fountain,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Jeddah,Saudi Arabia,Jeddah,Nature,Dhaka,5000,Flight,400,6,Budget Hotel,20,5,Fakieh Aquarium,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Hail,Saudi Arabia,Hail,Nature,Dhaka,5700,Flight,400,6,Budget Hotel,20,5,Red Sea Mall,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Yanbu,Saudi Arabia,Yanbu,Nature,Dhaka,5500,Flight,400,6,Budget Hotel,20,5,Floating Mosquww,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Abha,Saudi Arabia,Abha,Nature,Dhaka,5200,Flight,400,6,Budget Hotel,20,5,Al Balad,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Sakaka,Saudi Arabia,Sakaka,Nature,Dhaka,5000,Flight,400,6,Budget Hotel,20,5,Mina,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Jazan,Saudi Arabia,Jazan,Nature,Dhaka,5200,Flight,400,6,Budget Hotel,20,5,Mount Uhud,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Arar,Saudi Arabia,Arar,Nature,Dhaka,5600,Flight,400,6,Budget Hotel,20,5,Dar Al Arar Musuem,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Najran,Saudi Arabia,Narjan,Nature,Dhaka,5500,Flight,400,6,Budget Hotel,20,5,Al Noor Mall,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Al Bahah,Saudi Arabia,Al Bahah,Nature,Dhaka,5200,Flight,400,6,Budget Hotel,20,5,Yanbu AL Bahr Beach,30,3,Street Food,5,TRUE,50,20,November-February,1.2,SAR,0.2666
Sharjah,UAE,Sharjah,Nature,Dhaka,3550,Flight,500,7,Budget Hotel,60,7,Al Majaz Waterfront,30,4,Street Food,5,TRUE,50,20,November-February,2,AED,3.67
Ajman,UAE,Ajman,Nature,Dhaka,3600,Flight,500,7,Budget Hotel,30,7,Ajman Museum,15,4,Street Food,5,TRUE,50,20,November-February,2,AED,3.67
Umm Al-Quwain,UAE,Umm Al-Quwain,Nature,Dhaka,3500,Flight,500,7,Budget Hotel,30,7,Al Sinniyah Island,30,4,Street Food,5,TRUE,50,20,November-February,2,AED,3.67
Fujairah,UAE,Fujairah,Nature,Dhaka,3500,Flight,500,7,Budget Hotel,30,7,Fujairah Fort,30,4,Street Food,5,TRUE,50,20,November-February,2,AED,3.67
Qatar,Arab,Qatar,City,Dhaka,4100,Flight,500,7,Budget Hotel,30,7,Souf Waqif,30,4,Street Food,5,TRUE,50,20,November-February,2,QAR,3.64
Doha,Arab,Doha,City,Dhaka,4100,Flight,500,7,Budget Hotel,30,7,The Pearl Qatar,30,4,Street Food,5,TRUE,50,20,November-February,2,QAR,3.64
Kuwait ,Kuwait,Kuwait  ,City,Dhaka,4500,Flight,1000,7,Budget Hotel,30,7,"Kuwait Towers,Grand Mosque",30,4,Street Food,5,TRUE,50,20,November-February,2,KWD,0.3
Bahrain,Bahrain,Bahrain,City,Dhaka,4200,Flight,1000,7,Budget Hotel,30,7,Baharain Fort,30,4,Street Food,5,TRUE,50,20,November-February,2,BHD,0.38
Oman,Oman,Oman,City,Dhaka,3500,Flight,800,7,Budget Hotel,45,7,Nizwa,84,50,Street Food,5,TRUE,50,20,November-February,2,QMR,0.38
Muscat,Oman,Muscat,City,Dhaka,3500,Flight,800,7,Budget Hotel,45,7,Muscat,84,50,Street Food,5,TRUE,50,20,November-February,2,QMR,0.38
Manama,Bahrain,Manama,City,Dhaka,4200,Flight,1000,7,Budget Hotel,30,7,Muharraq,30,4,Street Food,5,TRUE,50,20,November-February,2,BHD,0.38
Nigeria,Africa,Nigeria,City,Dhaka,8500,Flight,1000,6,Budget Hotel,20,,Lagos,30,,Street Food,5,TRUE,50,20,October-December,1.5,NGN,1500.28
Ethiopia,Africa,Ethiopia,City,Dhaka,5500,Flight,1000,6,Budget Hotel,10,7,Addis Ababa,30,4,Street Food,5,TRUE,50,20,October-December,1.5,ETB,114.08
Egypt,Africa,Egypt,City,Dhaka,6500,Flight,1000,6,Budget Hotel,10,7,Cairo,30,4,Street Food,5,TRUE,25,20,October-December,1.5,EGP,48.43
DR Congo,Africa,DR Congo,City,Dhaka,9000,Flight,1000,6,Budget Hotel,10,7,Kinshasa,30,4,Street Food,5,TRUE,50,20,October-December,1.5,CDF,2847.26
Tanzania,Africa,Tanzania,City,Dhaka,6500,Flight,1000,6,Budget Hotel,10,7,Zznzibar,30,4,Street Food,5,TRUE,50,20,October-December,1.5,TZS,2707.95
South Africa,Africa,South Africa,City,Dhaka,9500,Flight,1000,6,Budget Hotel,10,7,Cape Town Stadium,30,4,Street Food,5,TRUE,50,20,October-December,1.5,ZAR,17.65
Kenya,Africa,Kenya,City,Dhaka,6500,Flight,1000,6,Budget Hotel,10,7,Kenya zoo,30,4,Street Food,5,TRUE,101,20,October-December,1.5,KES,129.19
Sudan,Africa,Sudan,City,Dhaka,6500,Flight,1000,6,Budget Hotel,10,7,Sudan hills,30,4,Street Food,5,TRUE,50,20,October-December,1.5,SDG,454.92
Uganda,Africa,Uganda,City,Dhaka,6500,Flight,1000,6,Budget Hotel,10,7,Uganda SeaSide,30,4,Street Food,5,TRUE,50,20,October-December,1.5,UGX,3715.56
Algeria,Africa,Algeria,Nature,Dhaka,8000,Flight,1000,6,Budget Hotel,10,7,Algiers,30,4,Street Food,5,TRUE,50,20,October-December,1.5,DZD,132.44
Angola,Africa,Angola,Nature,Dhaka,8500,Flight,1000,6,Budget Hotel,10,7,Luanda,30,4,Street Food,5,TRUE,50,20,October-December,1.5,AOA,940.59
Morocco,Africa,Morocco,Nature,Dhaka,9000,Flight,1000,6,Budget Hotel,10,7,MarrraKech Mall,30,4,Street Food,5,TRUE,50,20,October-December,1.5,MAD,9.76
Mozambique,Africa,Mozambique,Nature,Dhaka,7500,Flight,1000,6,Budget Hotel,10,7,Maputo City,30,4,Street Food,5,TRUE,50,20,October-December,1.5,MZN,63.92
Ghana,Africa,Ghana,Nature,Dhaka,9000,Flight,1000,6,Budget Hotel,10,7,Accra Tower,30,4,Street Food,5,TRUE,50,20,October-December,1.5,GHS,15.53
Madagascar,Africa,Madagascar,Nature,Dhaka,6500,Flight,1000,6,Budget Hotel,10,7,Antananarivo river,30,4,Street Food,5,TRUE,50,20,October-December,1.5,MGA,4547.53
Cote d'Ivoire,Africa,Cote d'Ivoire,Nature,Dhaka,9500,Flight,1000,6,Budget Hotel,10,7,Historical Sites,30,4,Street Food,5,TRUE,50,20,April-October,1.5,XOF,589.81
Cameroon,Africa,Cameroon,Nature,Dhaka,8500,Flight,1000,6,Budget Hotel,10,7,Yaounde Park,30,4,Street Food,5,TRUE,50,20,April-October,1.5,XAF,589.81
Niger ,Africa,Niger,Nature,Dhaka,8500,Flight,1000,6,Budget Hotel,10,7,Niamey Mall,20,4,Street Food,5,TRUE,50,20,April-October,1.5,XOF,589.81
Mali,Africa,Mali,Nature,Dhaka,9000,Flight,1000,6,Budget Hotel,10,7,Bmako Garden,20,4,Street Food,5,TRUE,50,20,April-October,1.5,XOF,589.81
Burkina Faso,Africa,Burkina Faso,City,Dhaka,8500,Flight,1000,6,Budget Hotel,10,5,Oaugadougou Park,20,3,Street Food,5,TRUE,50,20,April-October,1.5,XOF,589.81
Malawi,Africa,Malawi,City,Dhaka,7500,Flight,1000,6,Budget Hotel,10,5,Lilongwe city,20,3,Street Food,5,TRUE,50,20,April-October,1.5,MWK,1043.02
Zambia,Africa,Zambia,City,Dhaka,7800,Flight,1000,6,Budget Hotel,10,5,Lusaka Eco Park,20,3,Street Food,5,TRUE,50,20,April-October,1.5,ZMW,20.21
Chad,Africa,Chad,City,Dhaka,7200,Flight,1000,6,Budget Hotel,10,5,N'Djamena port,20,3,Street Food,5,TRUE,50,20,April-October,1.5,XAF,606.57
Somalia,Africa,Somalia,City,Dhaka,5500,Flight,1000,6,Budget Hotel,10,5,Risky for Visit,20,3,Street Food,5,TRUE,50,20,April-October,1.5,SOS,570.77
Senegal,Africa,Senegal,City,Dhaka,9500,Flight,1000,6,Budget Hotel,10,5,Dakar Hills,20,3,Street Food,5,TRUE,50,20,April-October,1.5,XOF,589.81
Zimbabwe,Africa,Zimbabwe,City,Dhaka,8500,Flight,1000,6,Budget Hotel,10,5,Harare Mountains,20,3,Street Food,5,TRUE,50,20,May-September,1.5,ZWL,3509.17
Guinea,Africa,Guinea,City,Dhaka,9000,Flight,1000,6,Budget Hotel,10,5,conakry park,20,3,Street Food,5,TRUE,50,20,May-September,1.5,GNF,8509
Benin,Africa,Benin,City,Dhaka,8000,Flight,1000,6,Budget Hotel,10,5,cotonou city,20,3,Street Food,5,TRUE,50,20,May-September,1.5,XOF,589.81
Rwanda,Africa,Rwanda,City,Dhaka,7000,Flight,1000,6,Budget Hotel,10,5,kigali hills,20,3,Street Food,5,TRUE,50,20,May-September,1.5,RWF,1159.6
Burundi,Africa,Burundi,City,Dhaka,7200,Flight,1000,6,Budget Hotel,10,5,bujumbura,20,3,Street Food,5,TRUE,50,20,May-September,1.5,BIF,2574.05
Tunisia,Africa,Tunisia,City,Dhaka,8000,Flight,1000,6,Budget Hotel,10,5,tunis mountains,20,3,Street Food,5,TRUE,50,20,May-September,1.5,TND,3.04
South Sudan,Africa,South Sudan,City,Dhaka,6500,Flight,1000,6,Budget Hotel,10,5,juba river,20,3,Street Food,5,TRUE,50,20,May-September,1.5,SSP,568.5
Togo,Africa,Togo,City,Dhaka,8200,Flight,1000,6,Budget Hotel,10,5,Lome sites,20,3,Street Food,5,TRUE,50,20,May-September,1.5,XOF,589.81
Sierra Leone,Africa,Sierra Leone,City,Dhaka,9200,Flight,1000,6,Budget Hotel,10,5,freetown roadside,20,5,Street Food,5,TRUE,50,20,May-September,1.5,SLL,19995
Libya,Africa,Libya,City,Dhaka,7500,Flight,1000,6,Budget Hotel,10,5,tripoli,20,5,Street Food,5,TRUE,50,20,May-September,1.5,LYD,4.77
Congo,Africa,Congo,City,Dhaka,8000,Flight,1000,6,Budget Hotel,10,5,brazzaville lake,25,5,Street Food,5,TRUE,50,20,May-September,1.5,XAF,606.57
Liberia,Africa,Liberia,City,Dhaka,9000,Flight,1000,6,Budget Hotel,10,5,Monrovia hills,25,5,Street Food,5,TRUE,50,20,May-September,1.5,LRD,259.22
Central African Republic,Africa,Central African Republic,City,Dhaka,8500,Flight,1000,6,Budget Hotel,10,5,Bangui area,25,5,Street Food,5,TRUE,50,20,May-September,1.5,XAF,606.57
Mauritania,Africa,Mauritania,City,Dhaka,8500,Flight,1000,6,Budget Hotel,10,5,Noakachott park,25,5,Street Food,5,TRUE,50,20,May-September,1.5,MRU,37.63
Eritrea,Africa,Eritrea,Historical,Dhaka,9000,Flight,1000,6,Budget Hotel,10,5,Asmara riverview,25,5,Street Food,5,TRUE,50,20,May-September,1.5,ERN,15
Namibia  ,Africa,Namibia,Historical,Dhaka,6500,Flight,1000,6,Budget Hotel,10,5,Windoek park,25,5,Street Food,5,TRUE,50,20,May-September,1.5,NAD,17.56
Gambia,Africa,Gambia,Historical,Dhaka,9000,Flight,1000,6,Budget Hotel,10,5,Banjul Hills,25,5,Street Food,5,TRUE,50,20,May-September,1.5,GMD,60.81
Gabon,Africa,Gabon,Historical,Dhaka,8500,Flight,1000,6,Budget Hotel,10,5,Libreville geid,25,5,Street Food,5,TRUE,50,20,May-September,1.5,XAF,606.57
Botswana,Africa,Botswana,Historical,Dhaka,8500,Flight,1000,6,Budget Hotel,10,5,Goborone Area,25,5,Street Food,5,TRUE,50,20,May-September,1.5,BWP,13.06
